Topic,Group,Class,Word,Count
civil_rights,dem-lead,0,people,197.0
civil_rights,dem-lead,0,law,169.0
civil_rights,dem-lead,0,democracy,156.0
civil_rights,dem-lead,0,one,156.0
civil_rights,dem-lead,0,honor,109.0
civil_rights,dem-lead,0,work,98.5
civil_rights,dem-lead,0,worker,83.0
civil_rights,dem-lead,0,due,66.0
civil_rights,dem-lead,0,bob,49.0
civil_rights,dem-lead,0,president,42.0
civil_rights,dem-lead,1,justice,133.0
civil_rights,dem-lead,1,always,37.0
civil_rights,dem-lead,1,ballot,37.0
civil_rights,dem-lead,1,womens,35.0
civil_rights,dem-lead,1,clean,32.0
civil_rights,dem-lead,1,#womensequalityday,25.0
civil_rights,dem-lead,1,part,23.0
civil_rights,dem-lead,1,also,23.0
civil_rights,dem-lead,1,news,18.0
civil_rights,dem-lead,1,fight,17.333333333333332
civil_rights,dem-base,0,#democrats,143.0
civil_rights,dem-base,0,#voteblue,52.400000000000006
civil_rights,dem-base,0,would,51.0
civil_rights,dem-base,0,dems,49.0
civil_rights,dem-base,0,#trump,44.0
civil_rights,dem-base,0,people,40.666666666666664
civil_rights,dem-base,0,happen,34.0
civil_rights,dem-base,0,trump,31.333333333333332
civil_rights,dem-base,0,constitution,25.0
civil_rights,dem-base,0,blue,24.0
civil_rights,dem-base,1,woman,60.0
civil_rights,dem-base,1,democrat,23.0
civil_rights,dem-base,1,#resistance,17.0
civil_rights,dem-base,1,poll,17.0
civil_rights,dem-base,1,know,16.0
civil_rights,dem-base,1,thats,15.0
civil_rights,dem-base,1,amendment,12.0
civil_rights,dem-base,1,racist,9.0
civil_rights,dem-base,1,ensure,9.0
civil_rights,dem-base,1,happen,9.0
civil_rights,rep-lead,0,back,123.0
civil_rights,rep-lead,0,abuse,44.0
civil_rights,rep-lead,0,ago,14.0
civil_rights,rep-lead,0,accountable,13.0
civil_rights,rep-lead,0,want,11.0
civil_rights,rep-lead,0,voter,10.75
civil_rights,rep-lead,0,family,8.5
civil_rights,rep-lead,0,congressional,8.0
civil_rights,rep-lead,0,glad,8.0
civil_rights,rep-lead,0,meet,7.0
civil_rights,rep-lead,1,due,36.0
civil_rights,rep-lead,1,join,20.0
civil_rights,rep-lead,1,process,13.0
civil_rights,rep-lead,1,people,11.0
civil_rights,rep-lead,1,find,8.0
civil_rights,rep-lead,1,voter,8.0
civil_rights,rep-lead,1,#nra,7.0
civil_rights,rep-lead,1,use,6.5
civil_rights,rep-lead,1,decision,6.0
civil_rights,rep-lead,1,african,6.0
civil_rights,rep-base,0,suppression,72.0
civil_rights,rep-base,0,isnt,20.0
civil_rights,rep-base,0,left,18.0
civil_rights,rep-base,0,right,15.142857142857142
civil_rights,rep-base,0,another,13.0
civil_rights,rep-base,0,#college,11.0
civil_rights,rep-base,0,#patriotprayer,11.0
civil_rights,rep-base,0,job,10.0
civil_rights,rep-base,0,ban,9.0
civil_rights,rep-base,0,environment,9.0
civil_rights,rep-base,1,right,231.0
civil_rights,rep-base,1,vote,17.0
civil_rights,rep-base,1,#maga,12.533333333333333
civil_rights,rep-base,1,see,11.0
civil_rights,rep-base,1,rule,11.0
civil_rights,rep-base,1,america,8.666666666666666
civil_rights,rep-base,1,report,8.0
civil_rights,rep-base,1,life,7.5
civil_rights,rep-base,1,protect,6.5
civil_rights,rep-base,1,voting,6.0
courts,dem-lead,0,ford,266.0
courts,dem-lead,0,senate,255.0
courts,dem-lead,0,reproductive,56.0
courts,dem-lead,0,view,36.0
courts,dem-lead,0,back,35.0
courts,dem-lead,0,face,29.0
courts,dem-lead,0,wrong,27.0
courts,dem-lead,0,side,25.0
courts,dem-lead,0,already,25.0
courts,dem-lead,0,cannot,24.0
courts,dem-lead,1,ford,207.0
courts,dem-lead,1,hearing,54.0
courts,dem-lead,1,see,29.0
courts,dem-lead,1,speak,22.0
courts,dem-lead,1,house,21.0
courts,dem-lead,1,listen,21.0
courts,dem-lead,1,civil,19.0
courts,dem-lead,1,counsel,17.0
courts,dem-lead,1,equal,17.0
courts,dem-lead,1,first,14.0
courts,dem-base,0,democrat,56.0
courts,dem-base,0,dr,54.666666666666664
courts,dem-base,0,power,35.0
courts,dem-base,0,november,28.0
courts,dem-base,0,#metoo,21.0
courts,dem-base,0,#republicans,16.0
courts,dem-base,0,thats,16.0
courts,dem-base,0,find,15.0
courts,dem-base,0,appointment,12.0
courts,dem-base,0,demand,11.0
courts,dem-base,1,allegation,18.0
courts,dem-base,1,#kavanaugh,14.0
courts,dem-base,1,week,10.0
courts,dem-base,1,lead,10.0
courts,dem-base,1,brett,9.625
courts,dem-base,1,seat,8.0
courts,dem-base,1,#p2,7.0
courts,dem-base,1,ever,6.0
courts,dem-base,1,#fbr,5.5
courts,dem-base,1,democrat,5.0
courts,rep-lead,0,one,52.0
courts,rep-lead,0,#scotus,49.0
courts,rep-lead,0,nominee,38.33333333333333
courts,rep-lead,0,smear,32.0
courts,rep-lead,0,#confirmkavanaugh,28.0
courts,rep-lead,0,continue,24.0
courts,rep-lead,0,nominate,17.0
courts,rep-lead,0,kavanaugh,15.75
courts,rep-lead,0,get,12.0
courts,rep-lead,0,include,11.0
courts,rep-lead,1,brett,125.0
courts,rep-lead,1,right,43.0
courts,rep-lead,1,next,32.0
courts,rep-lead,1,forward,21.0
courts,rep-lead,1,court,18.266666666666666
courts,rep-lead,1,constitutionalist,12.0
courts,rep-lead,1,give,9.0
courts,rep-lead,1,plan,9.0
courts,rep-lead,1,say,7.0
courts,rep-lead,1,question,7.0
courts,rep-base,0,time,50.0
courts,rep-base,0,win,31.0
courts,rep-base,0,god,29.0
courts,rep-base,0,assault,24.0
courts,rep-base,0,sexual,20.0
courts,rep-base,0,#scotus,19.0
courts,rep-base,0,fight,16.0
courts,rep-base,0,fbi,13.666666666666666
courts,rep-base,0,year,13.5
courts,rep-base,0,defend,13.0
courts,rep-base,1,ford,39.0
courts,rep-base,1,assault,27.0
courts,rep-base,1,conservative,13.0
courts,rep-base,1,#confirmkavanaughnow,13.0
courts,rep-base,1,supreme,10.166666666666666
courts,rep-base,1,november,9.0
courts,rep-base,1,dont,8.5
courts,rep-base,1,blasey,8.166666666666666
courts,rep-base,1,help,8.0
courts,rep-base,1,trump,8.0
criminal_justice,dem-lead,0,must,9.0
criminal_justice,dem-lead,0,believe,7.0
criminal_justice,dem-lead,0,people,5.666666666666666
criminal_justice,dem-lead,0,important,5.0
criminal_justice,dem-lead,0,fight,4.333333333333333
criminal_justice,dem-lead,0,funding,4.0
criminal_justice,dem-lead,0,speak,4.0
criminal_justice,dem-lead,0,transparency,3.0
criminal_justice,dem-lead,0,go,3.0
criminal_justice,dem-lead,0,#passmjia,2.0
criminal_justice,dem-lead,1,see,21.0
criminal_justice,dem-lead,1,let,15.0
criminal_justice,dem-lead,1,federal,14.0
criminal_justice,dem-lead,1,system,11.8
criminal_justice,dem-lead,1,immigration,11.0
criminal_justice,dem-lead,1,house,9.0
criminal_justice,dem-lead,1,bring,7.0
criminal_justice,dem-lead,1,join,5.666666666666666
criminal_justice,dem-lead,1,process,5.0
criminal_justice,dem-lead,1,thing,5.0
criminal_justice,dem-base,0,country,5.0
criminal_justice,dem-base,0,state,3.0
criminal_justice,dem-base,0,value,2.0
criminal_justice,dem-base,0,call,2.0
criminal_justice,dem-base,0,shouldnt,2.0
criminal_justice,dem-base,0,reason,1.0
criminal_justice,dem-base,0,come,1.0
criminal_justice,dem-base,0,larry,1.0
criminal_justice,dem-base,0,advocate,1.0
criminal_justice,dem-base,0,spokesperson,1.0
criminal_justice,dem-base,1,politician,2.0
criminal_justice,dem-base,1,long,1.0
criminal_justice,dem-base,1,news,1.0
criminal_justice,dem-base,1,#corrupttothecore,1.0
criminal_justice,dem-base,1,joke,1.0
criminal_justice,dem-base,1,#podesta,1.0
criminal_justice,dem-base,1,sweetheart,1.0
criminal_justice,dem-base,1,sign,1.0
criminal_justice,dem-base,1,liberal,1.0
criminal_justice,dem-base,1,solidarity,1.0
criminal_justice,rep-lead,0,work,8.0
criminal_justice,rep-lead,0,lead,2.0
criminal_justice,rep-lead,0,president,1.3333333333333333
criminal_justice,rep-lead,0,priority,1.0
criminal_justice,rep-lead,0,im,1.0
criminal_justice,rep-lead,0,nation,1.0
criminal_justice,rep-lead,0,deepest,1.0
criminal_justice,rep-lead,0,birth,1.0
criminal_justice,rep-lead,0,#magop,1.0
criminal_justice,rep-lead,0,obstructionist,1.0
criminal_justice,rep-lead,1,one,4.0
criminal_justice,rep-lead,1,gt,3.0
criminal_justice,rep-lead,1,way,3.0
criminal_justice,rep-lead,1,canada,2.0
criminal_justice,rep-lead,1,focus,2.0
criminal_justice,rep-lead,1,program,2.0
criminal_justice,rep-lead,1,tax,2.0
criminal_justice,rep-lead,1,discuss,1.6666666666666665
criminal_justice,rep-lead,1,impartial,1.3333333333333333
criminal_justice,rep-lead,1,#magop,1.125
criminal_justice,rep-base,0,happen,4.0
criminal_justice,rep-base,0,today,2.0
criminal_justice,rep-base,0,stop,2.0
criminal_justice,rep-base,0,save,2.0
criminal_justice,rep-base,0,liberal,1.0
criminal_justice,rep-base,0,saw,1.0
criminal_justice,rep-base,0,escape,1.0
criminal_justice,rep-base,0,determined,1.0
criminal_justice,rep-base,0,gop,1.0
criminal_justice,rep-base,0,singe,1.0
criminal_justice,rep-base,1,criminal,21.0
criminal_justice,rep-base,1,jail,6.0
criminal_justice,rep-base,1,system,3.466666666666667
criminal_justice,rep-base,1,clinton,3.0
criminal_justice,rep-base,1,walk,2.0
criminal_justice,rep-base,1,job,2.0
criminal_justice,rep-base,1,like,2.0
criminal_justice,rep-base,1,black,1.0
criminal_justice,rep-base,1,white,1.0
criminal_justice,rep-base,1,#keepamericagreat2020,1.0
drugs,dem-lead,0,bipartisan,58.0
drugs,dem-lead,0,every,21.0
drugs,dem-lead,0,come,19.0
drugs,dem-lead,0,devastate,17.0
drugs,dem-lead,0,healthcare,16.0
drugs,dem-lead,0,sign,12.0
drugs,dem-lead,0,million,12.0
drugs,dem-lead,0,increase,9.0
drugs,dem-lead,0,stop,8.666666666666666
drugs,dem-lead,0,rep,8.0
drugs,dem-lead,1,support,23.0
drugs,dem-lead,1,across,23.0
drugs,dem-lead,1,joe,21.5
drugs,dem-lead,1,opioid,17.178571428571427
drugs,dem-lead,1,tackle,13.0
drugs,dem-lead,1,tool,11.0
drugs,dem-lead,1,also,10.0
drugs,dem-lead,1,overdose,8.0
drugs,dem-lead,1,program,6.666666666666666
drugs,dem-lead,1,patient,6.0
drugs,dem-base,0,vote,3.0
drugs,dem-base,0,cell,2.0
drugs,dem-base,0,make,1.3333333333333333
drugs,dem-base,0,deal,1.0
drugs,dem-base,0,hed,1.0
drugs,dem-base,0,destroy,1.0
drugs,dem-base,0,#texas,1.0
drugs,dem-base,0,see,1.0
drugs,dem-base,0,deem,0.5
drugs,dem-base,0,pocket,0.3333333333333333
drugs,dem-base,1,represent,1.0
drugs,dem-base,1,door,1.0
drugs,dem-base,1,#copols,1.0
drugs,dem-base,1,unity,1.0
drugs,dem-base,1,market,1.0
drugs,dem-base,1,nation,0.3333333333333333
drugs,dem-base,1,#uniteblue,0.3333333333333333
drugs,dem-base,1,#resist,0.26666666666666666
drugs,dem-base,1,find,0.16666666666666666
drugs,dem-base,1,tv,0.125
drugs,rep-lead,0,work,20.666666666666664
drugs,rep-lead,0,problem,18.0
drugs,rep-lead,0,stop,16.0
drugs,rep-lead,0,veteran,16.0
drugs,rep-lead,0,opioid,13.571428571428571
drugs,rep-lead,0,enforcement,13.0
drugs,rep-lead,0,proud,11.0
drugs,rep-lead,0,find,5.666666666666666
drugs,rep-lead,0,would,5.0
drugs,rep-lead,0,#masen,5.0
drugs,rep-lead,1,stop,7.0
drugs,rep-lead,1,money,6.0
drugs,rep-lead,1,visit,4.0
drugs,rep-lead,1,put,4.0
drugs,rep-lead,1,grant,4.0
drugs,rep-lead,1,forward,4.0
drugs,rep-lead,1,give,3.5
drugs,rep-lead,1,real,3.0
drugs,rep-lead,1,ability,3.0
drugs,rep-lead,1,senior,3.0
drugs,rep-base,0,fight,5.0
drugs,rep-base,0,please,2.0
drugs,rep-base,0,border,1.0
drugs,rep-base,0,loud,1.0
drugs,rep-base,0,prison,1.0
drugs,rep-base,0,rep,1.0
drugs,rep-base,0,donald,1.0
drugs,rep-base,0,parenthood,1.0
drugs,rep-base,0,raise,0.5
drugs,rep-base,0,string,0.3333333333333333
drugs,rep-base,1,result,1.0
drugs,rep-base,1,money,1.0
drugs,rep-base,1,#opioidcrisis,1.0
drugs,rep-base,1,#commonsense,1.0
drugs,rep-base,1,reduce,1.0
drugs,rep-base,1,virtually,0.3333333333333333
drugs,rep-base,1,myth,0.3333333333333333
drugs,rep-base,1,american,0.2
drugs,rep-base,1,die,0.16666666666666666
drugs,rep-base,1,keep,0.16666666666666666
econ_inequality,dem-lead,0,worker,132.0
econ_inequality,dem-lead,0,people,101.0
econ_inequality,dem-lead,0,bill,63.0
econ_inequality,dem-lead,0,go,37.0
econ_inequality,dem-lead,0,live,32.0
econ_inequality,dem-lead,0,believe,30.0
econ_inequality,dem-lead,0,social,30.0
econ_inequality,dem-lead,0,discuss,29.0
econ_inequality,dem-lead,0,across,19.0
econ_inequality,dem-lead,0,option,18.0
econ_inequality,dem-lead,1,get,43.0
econ_inequality,dem-lead,1,year,18.0
econ_inequality,dem-lead,1,billionaire,17.0
econ_inequality,dem-lead,1,wage,15.866666666666667
econ_inequality,dem-lead,1,#netneutrality,12.0
econ_inequality,dem-lead,1,toward,12.0
econ_inequality,dem-lead,1,cant,10.0
econ_inequality,dem-lead,1,city,9.0
econ_inequality,dem-lead,1,vote,8.0
econ_inequality,dem-lead,1,#paycheckfairness,8.0
econ_inequality,dem-base,0,affordable,13.0
econ_inequality,dem-base,0,give,5.333333333333333
econ_inequality,dem-base,0,#democrats,5.0
econ_inequality,dem-base,0,office,2.0
econ_inequality,dem-base,0,matter,2.0
econ_inequality,dem-base,0,preexist,2.0
econ_inequality,dem-base,0,medicare,1.6666666666666665
econ_inequality,dem-base,0,strong,1.6666666666666665
econ_inequality,dem-base,0,pillage,1.5
econ_inequality,dem-base,0,one,1.0
econ_inequality,dem-base,1,lgbtq,4.0
econ_inequality,dem-base,1,via,2.625
econ_inequality,dem-base,1,life,2.0
econ_inequality,dem-base,1,force,1.5
econ_inequality,dem-base,1,rhetoric,1.0
econ_inequality,dem-base,1,economic,1.0
econ_inequality,dem-base,1,part,1.0
econ_inequality,dem-base,1,#insolidarity,1.0
econ_inequality,dem-base,1,assemble,1.0
econ_inequality,dem-base,1,describe,1.0
econ_inequality,rep-lead,0,city,5.0
econ_inequality,rep-lead,0,senator,5.0
econ_inequality,rep-lead,0,low,4.0
econ_inequality,rep-lead,0,rate,4.0
econ_inequality,rep-lead,0,giveaway,4.0
econ_inequality,rep-lead,0,black,4.0
econ_inequality,rep-lead,0,family,3.0
econ_inequality,rep-lead,0,lincoln,3.0
econ_inequality,rep-lead,0,tx,3.0
econ_inequality,rep-lead,0,next,3.0
econ_inequality,rep-lead,1,thanks,6.0
econ_inequality,rep-lead,1,policy,5.0
econ_inequality,rep-lead,1,many,4.0
econ_inequality,rep-lead,1,#gapol,4.0
econ_inequality,rep-lead,1,time,3.0
econ_inequality,rep-lead,1,senator,3.0
econ_inequality,rep-lead,1,help,2.6666666666666665
econ_inequality,rep-lead,1,james,2.6666666666666665
econ_inequality,rep-lead,1,texas,2.0
econ_inequality,rep-lead,1,mission,2.0
econ_inequality,rep-base,0,wage,5.0
econ_inequality,rep-base,0,housing,4.0
econ_inequality,rep-base,0,donald,2.0
econ_inequality,rep-base,0,read,2.0
econ_inequality,rep-base,0,nation,2.0
econ_inequality,rep-base,0,give,1.3333333333333333
econ_inequality,rep-base,0,commit,1.0
econ_inequality,rep-base,0,begin,1.0
econ_inequality,rep-base,0,woman,1.0
econ_inequality,rep-base,0,value,1.0
econ_inequality,rep-base,1,bookshop,1.0
econ_inequality,rep-base,1,tribunal,1.0
econ_inequality,rep-base,1,#impeachtrumpnow,1.0
econ_inequality,rep-base,1,good,1.0
econ_inequality,rep-base,1,first,1.0
econ_inequality,rep-base,1,calif,1.0
econ_inequality,rep-base,1,office,1.0
econ_inequality,rep-base,1,bonus,0.3333333333333333
econ_inequality,rep-base,1,rule,0.3333333333333333
econ_inequality,rep-base,1,work,0.3333333333333333
econ_jobs,dem-lead,0,job,1444.0
econ_jobs,dem-lead,0,year,314.0
econ_jobs,dem-lead,0,say,239.0
econ_jobs,dem-lead,0,start,138.0
econ_jobs,dem-lead,0,thanks,127.0
econ_jobs,dem-lead,0,hear,108.0
econ_jobs,dem-lead,0,take,96.33333333333333
econ_jobs,dem-lead,0,repeal,93.0
econ_jobs,dem-lead,0,cut,89.16666666666666
